"label","id","type","author","year","title","journal","abstract","keywords","doi","source","n_duplicates","matches","screened_topics","display","topic","notes","citation","screened_titles"
"ref_792","pop00794","ARTICLE","D Lestari","2018","Corporate governance, capital reserve, non-performing loan, and bank risk taking","International Journal of Economics and Financial …","This study aim to analyze the effect of corporate governance, bank capital reserve, and non performing loan on bank risk taking which listed in Indonesia Stock Exchange from 2009 to …","",NA,"Google Scholar",1,792,"selected",TRUE,3,NA,"Corporate Governance, Capital Reserve, Non-Performing Loan, and Bank Risk Taking.","excluded"
"ref_793","pop00795","ARTICLE","R Adinehzadeh; R Jaffar; ZA Shukor; ...","2018","… ROLE OF ENVIRONMENTAL PERFORMANCE ON THE RELATIONSHIP BETWEEN CORPORATE GOVERNANCE MECHANISMS AND ENVIRONMENTAL …","Asian Academy of …","… corporate governance and environmental reporting. Therefore, the objectives of the study are to investigate the association between corporate governance … Corporate Governance (CG) …","",NA,"Google Scholar",1,793,"selected",TRUE,4,NA,"� Role of Environmental Performance on the Relationship Between Corporate Governance Mechanisms and Environmental �","excluded"
"ref_794","pop00796","ARTICLE","H Mansur; A Tangl","2018","The effect of corporate governance on the financial performance of listed companies in Amman stock exchange (Jordan)","Journal of Advanced Management Science …","… of corporate governance and financial performance for listed … what is element of corporate governance structure affect more … Jordanian studies towards corporate governance for listed …","",NA,"Google Scholar",1,794,"selected",TRUE,3,NA,"The Effect of Corporate Governance on the Financial Performance of Listed Companies in Amman Stock Exchange (Jordan)","excluded"
"ref_795","pop00797","ARTICLE","GE Iatridis","2018","Accounting discretion and executive cash compensation: An empirical investigation of corporate governance, credit ratings and firm value","Journal of International Financial Markets, Institutions …","This study focuses on executive compensation that takes the form of cash. It examines the association between executive compensation and corporate governance, income smoothing, …","",NA,"Google Scholar",1,795,"selected",TRUE,1,NA,"Accounting Discretion and Executive Cash Compensation: An Empirical Investigation of Corporate Governance, Credit Ratings and Firm Value.","excluded"
"ref_796","pop00798","ARTICLE","A Dwekat; Z Mardawi; I Abdeljawad","2018","Corporate governance and auditor quality choice: Evidence from Palestinian corporations","International Journal of …","… of corporate governance mechanisms on auditor quality choice in Palestine. The relationship between corporate governance … the impact of corporate governance mechanisms on audit …","",NA,"Google Scholar",1,796,"selected",TRUE,2,NA,"Corporate Governance and Auditor Quality Choice: Evidence from Palestinian Corporations.","excluded"
"ref_797","pop00799","ARTICLE","K Chukwujioke","2018","Effect of ethical leadership on corporate governance, performance and social responsibility: A study of selected deposit money banks in Benue state, Nigeria","Informing Science: International Journal of …","Aim/Purpose This study seeks to examine the effect of ethical leadership on corporate governance, corporate performance and corporate social responsibility in selected Nigerian …","",NA,"Google Scholar",1,797,"selected",TRUE,1,NA,"Effect of Ethical Leadership on Corporate Governance, Performance and Social Responsibility: a Study of Selected Deposit Money Banks in Benue State, Nigeria.","selected"
"ref_798","pop00800","ARTICLE","SAA Ausat","2018","The relationship between corporate governance and financial performance in islamic banks","Jurnal Ekonomi \&Studi Pembangunan","… Abstract: Corporate governance refers to policies and mechanisms related to how the … of corporate governance and financial performance for Islamic Banks. The corporate governance …","",NA,"Google Scholar",1,798,"selected",TRUE,3,NA,"The Relationship Between Corporate Governance and Financial Performance in Islamic Banks.","excluded"
"ref_799","pop00801","ARTICLE","A Al-Hadi; KH Al-Yahyaee; SM Hussain; ...","2018","Market risk disclosures, corporate governance structure and political connections: evidence from GCC firms","Applied Economics …","… However, we find that the joint effect of corporate governance and politically connected … corporate governance (about 3% impact). Our results imply that better corporate governance …","","10.1080/13504851.2017.1420877","Google Scholar",1,799,"selected",TRUE,2,NA,"Market Risk Disclosures, Corporate Governance Structure and Political Connections: Evidence from Gcc Firms.","excluded"
"ref_800","pop00802","ARTICLE","MA Rahman; J Islam","2018","The impact of corporate governance on bank performance: Empirical evidence from Bangladesh","Global Journal of Management and …","… banks to ensure proper corporate governance practices to optimize the … corporate governance and banking sector performance. A lot of studies have on corporate governance …","",NA,"Google Scholar",1,800,"selected",TRUE,1,NA,"The Impact of Corporate Governance on Bank Performance: Empirical Evidence from Bangladesh.","excluded"
"ref_801","pop00803","ARTICLE","G Kamau; E Aosa; V Machuki; ...","2018","Corporate governance, strategic choices and performance of financial institutions in Kenya","… Journal of Business …","… Despite all the evidence that links corporate governance to strategic … , corporate governance was viewed from the various manifestations that include code of corporate governance, …","",NA,"Google Scholar",1,801,"selected",TRUE,1,NA,"Corporate Governance, Strategic Choices and Performance of Financial Institutions in Kenya.","excluded"
"ref_803","pop00805","ARTICLE","KT Olayiwola","2018","The effect of corporate governance on financial performance of listed companies in Nigeria","European Journal of Accounting, Auditing and …","This study investigated the influence of corporate governance (CG) on the performance of companies. The objectives of this study were to respectively analyze and determine, …","",NA,"Google Scholar",1,803,"selected",TRUE,4,NA,"The Effect of Corporate Governance on Financial Performance of Listed Companies in Nigeria.","excluded"
"ref_804","pop00806","ARTICLE","R Grassa","2018","Deposits structure, ownership concentration and corporate governance disclosure in GCC Islamic banks: Empirical evidence","Journal of Islamic Accounting and Business Research","Purpose This paper aims to assess the effects of deposits structure and ownership structure on the GCC Islamic banks’ corporate governance disclosure (CGD) practices. Design/…","","10.1108/JIABR-10-2014-0034","Google Scholar",1,804,"selected",TRUE,3,NA,"Deposits Structure, Ownership Concentration and Corporate Governance Disclosure in Gcc Islamic Banks: Empirical Evidence.","excluded"
"ref_805","pop00807","ARTICLE","W Tunpornchai; S Hensawang","2018","Effects of Corporate Social Responsibility and Corporate Governance on Firm Value: Empirical Evidences of the Listed Companies on the Stock Exchange of Thailand …","PSAKU International Journal of …","This study demonstrates the empirical impact of Corporate Social Responsibility (CSR) and Corporate Governance (CG) on Firm Value (FV). The CSR was measured using the CSR …","",NA,"Google Scholar",1,805,"selected",TRUE,3,NA,"Effects of Corporate Social Responsibility and Corporate Governance on Firm Value: Empirical Evidences of the Listed Companies on the Stock Exchange of Thailand �","excluded"
"ref_806","pop00808","ARTICLE","DC Daniel Chigudu","2018","Corporate governance in Africa's public sector for sustainable development: The task ahead","… : The Journal for Transdisciplinary Research in …","… corporate governance. This makes it imperative for the integration of good governance into corporate governance … An interrogation of the corporate governance principles in the public …","","10.4102/td.v14i1.512","Google Scholar",1,806,"selected",TRUE,1,NA,"Corporate Governance in Africa's Public Sector for Sustainable Development: The Task Ahead.","selected"
"ref_807","pop00809","ARTICLE","J Winter","2018","A behavioral perspective on corporate law and corporate governance","Oxford handbooks","This chapter examines corporate law and governance from a behavioral perspective. It begins with an overview of the growing body of behavioral knowledge and its impact on the core …","",NA,"Google Scholar",1,807,"selected",TRUE,1,NA,"a Behavioral Perspective on Corporate Law and Corporate Governance.","excluded"
"ref_808","pop00810","ARTICLE","A Chang","2018","Analysis on corporate governance compliance standards in New Zealand–a qualitative study on disclosures using content analysis and interviews","Journal of Financial Regulation and Compliance","… as stipulated by the New Zealand corporate governance guidelines are rare. This study aims to ascertain the standard of corporate governance reporting in New Zealand and the …","","10.1108/JFRC-12-2017-0115","Google Scholar",1,808,"selected",TRUE,3,NA,"Analysis on Corporate Governance Compliance Standards in New Zealand–a Qualitative Study on Disclosures using Content Analysis and Interviews.","excluded"
"ref_810","pop00812","ARTICLE","JM Lee; JC Park; TB Folta","2018","CEO career horizon, corporate governance, and real options: The role of economic short� termism","Strategic Management Journal","Research Summary: Combining studies on real options theory and economic short� termism, we propose that, depending on CEOs’ career horizons, CEOs have heterogeneous …","","10.1002/smj.2929","Google Scholar",1,810,"selected",TRUE,1,NA,"Ceo Career Horizon, Corporate Governance, and Real Options: The Role of Economic Short� Termism.","excluded"
"ref_811","pop00813","ARTICLE","SN Khan; EI Ali","2018","The Moderating Effect of Intellectual Capital on the Relationship between Corporate Governance and Companies Performance in Pakistan","Journal of Governance and Integrity","… of corporate governance was … corporate governance recognition. This study examined the moderating effect of intellectual capital on the relationship between corporate governance and …","",NA,"Google Scholar",1,811,"selected",TRUE,1,NA,"The Moderating Effect of Intellectual Capital on the Relationship Between Corporate Governance and Companies Performance in Pakistan.","excluded"
"ref_813","pop00815","BOOK","S Kikeri","2018","Corporate governance in South African state-owned enterprises",NA,"Drawing from the presidential review commission review, and from other available materials, this background note for the South Africa systematic country diagnostic synthesizes the key …","",NA,"Google Scholar",1,813,"selected",TRUE,2,NA,"Corporate Governance in South African State-Owned Enterprises.","excluded"
"ref_814","pop00816","ARTICLE","CI Onyali; TG Okafor","2018","Effect of corporate governance mechanisms on tax aggressiveness of quoted manufacturing firms on the Nigerian Stock Exchange","Asian Journal of Economics, Business and …","… Corporate governance is the way or manner in which organisations are controlled and directed. There are several corporate governance … codes of corporate governance. According to …","",NA,"Google Scholar",1,814,"selected",TRUE,3,NA,"Effect of Corporate Governance Mechanisms on Tax Aggressiveness of Quoted Manufacturing Firms on the Nigerian Stock Exchange.","excluded"
"ref_815","pop00817","ARTICLE","F Ahmed; S Talreja; M Kashif","2018","Effects of corporate governance and capital structure on firms' performance: Evidence from major sectors of Pakistan","The Indonesian Capital Market …","This study aims to examine the effects of corporate governance and capital structure on firm’s performance. Panel pooled regression method were applied on annual data of two major …","",NA,"Google Scholar",1,815,"selected",TRUE,1,NA,"Effects of Corporate Governance and Capital Structure on Firms' Performance: Evidence from Major Sectors of Pakistan.","excluded"
"ref_816","pop00818","ARTICLE","X Qu; M Percy; J Stewart; F Hu","2018","Executive stock option vesting conditions, corporate governance and CEO attributes: Evidence from Australia","Accounting \&Finance","… , corporate governance and CEO attributes. Using observations from the 250 largest Australian firms, we find that stronger corporate governance is … that both corporate governance and …","","10.1111/acfi.12223","Google Scholar",1,816,"selected",TRUE,4,NA,"Executive Stock Option Vesting Conditions, Corporate Governance and Ceo Attributes: Evidence from Australia.","excluded"
"ref_818","pop00820","ARTICLE","J Petrovic; G Saridakis; S Johnstone","2018","An integrative approach to HRM–firm performance relationship: a missing link to corporate governance","Corporate Governance: The …","Purpose The purpose of this paper is to contribute to ongoing debates regarding the human resource management (HRM)-firm performance relationship. In seeking to provide a more …","","10.1108/CG-07-2017-0133","Google Scholar",1,818,"selected",TRUE,1,NA,"An Integrative Approach to Hrm–firm Performance Relationship: a Missing Link to Corporate Governance.","excluded"
"ref_820","pop00822","ARTICLE","A Rehman; F Hashim","2018","Forensic accounting on corporate governance maturity mediated by internal audit: A conceptual overview","1st Economics and Business International …","… accounting on corporate governance maturity particularly in … forensic accounting and corporate governance maturity by … of forensic accounting on corporate governance maturity, this …","",NA,"Google Scholar",1,820,"selected",TRUE,2,NA,"Forensic Accounting on Corporate Governance Maturity Mediated by Internal Audit: a Conceptual Overview.","excluded"
"ref_821","pop00823","ARTICLE","JP Hawley; J Lukomnik","2018","The third, system stage of corporate governance: Why institutional investors need to move beyond modern portfolio theory","System Stage of Corporate Governance …","This paper focuses on underlying causes for the emerging systemic emphasis among major corporate governance institutional owners. It does this by building incorporating three …","",NA,"Google Scholar",1,821,"selected",TRUE,4,NA,"The Third, System Stage of Corporate Governance: Why Institutional Investors Need to Move Beyond Modern Portfolio Theory.","excluded"
"ref_824","pop00826","ARTICLE","N Datta","2018","Impact of corporate governance on financial performance: A study on DSE listed insurance companies in Bangladesh","Global Journal of Management and Business …","… between corporate governance … the corporate governance has an impact on the performance of the insurance sector in Bangladesh. The independent variables of corporate governance …","",NA,"Google Scholar",1,824,"selected",TRUE,3,NA,"Impact of Corporate Governance on Financial Performance: a Study on Dse Listed Insurance Companies in Bangladesh.","excluded"
"ref_825","pop00827","ARTICLE","A Ben-Hassoun; C Aloui; H Ben-Nasr","2018","Demand for audit quality in newly privatized firms in MENA region: Role of internal corporate governance mechanisms audit","Research in International Business …","… link between internal corporate governance mechanisms and auditor choice. We attempt to answer the following questions: Does internal corporate governance mechanism associated …","",NA,"Google Scholar",1,825,"selected",TRUE,4,NA,"Demand for Audit Quality in Newly Privatized Firms in Mena Region: Role of Internal Corporate Governance Mechanisms Audit.","excluded"
"ref_828","pop00830","ARTICLE","T Ulussever","2018","A Comparative Analysis of Corporate Governance and Bank Performance: Islamic Banks Versus Conventional Banks","Research Journal of Business and Management","… -layer corporate governance … corporate governance mechanism. For example, Islamic banks must have a Shari’ah Supervisory Board, which is additional layer of corporate governance, …","",NA,"Google Scholar",1,828,"selected",TRUE,1,NA,"a Comparative Analysis of Corporate Governance and Bank Performance: Islamic Banks Versus Conventional Banks.","excluded"
"ref_831","pop00833","ARTICLE","S Bianchini; J Krafft; F Quatraro; ...","2018","Corporate governance and innovation: does firm age matter?","Industrial and Corporate …","This article investigates the relationship between corporate governance (CG) and innovation for firms of different ages. We blend data drawn from the ISS RiskMetrics and the Bureau …","",NA,"Google Scholar",1,831,"selected",TRUE,1,NA,"Corporate Governance and Innovation: Does Firm Age Matter?","excluded"
"ref_833","pop00835","ARTICLE","NM Machdar; D Nurdiniah","2018","The influence of reputation of public accounting firms on the integrity of financial statements with corporate governance as the moderating variable","Binus Business Review","This research aimed to determine the effect of the reputation of the public accounting firm on the integrity of financial statements by including leverage and firm size as the control …","",NA,"Google Scholar",1,833,"selected",TRUE,2,NA,"The Influence of Reputation of Public Accounting Firms on the Integrity of Financial Statements with Corporate Governance as the Moderating Variable.","excluded"
"ref_835","pop00837","ARTICLE","JV Ferreira","2018","The role of the external auditor in corporate governance: The case of companies listed in the NYSE Euronext Lisbon","Risk Governance and Control: Financial Markets \& …","… on corporate governance in Portugal, that is, to know the way listed companies are managed, to verify the compliance with the corporate governance regulations of the Securities Market …","",NA,"Google Scholar",1,835,"selected",TRUE,1,NA,"The Role of the External Auditor in Corporate Governance: The Case of Companies Listed in the Nyse Euronext Lisbon.","excluded"
"ref_846","pop00848","ARTICLE","A Kurniasanti; M Musdholifah","2018","Pengaruh Corporate Governance, Rasio Keuangan, Ukuran Perusahaan dan Makroekonomi terhadap Financial Distress","Jurnal Ilmu Manajemen","Financial distress that happens continuously will make the company went bankrupt. This study aims to determine the factors that affect the financial distress companies in the Indonesian …","",NA,"Google Scholar",1,846,"selected",TRUE,1,NA,"Pengaruh Corporate Governance, Rasio Keuangan, Ukuran Perusahaan Dan Makroekonomi Terhadap Financial Distress.","excluded"
"ref_849","pop00851","ARTICLE","NW Islami","2018","Pengaruh corporate governance terhadap profitabilitas perusahaan","Jurnal Ilmiah Bisnis Dan Ekonomi Asia","Penelitian ini bertujuan untuk menganalisis pengaruh corporate governance yang diukur melalui variabel dewan komisaris, proporsi anggota independen dewan komisaris, jumlah …","",NA,"Google Scholar",1,849,"selected",TRUE,3,NA,"Pengaruh Corporate Governance Terhadap Profitabilitas Perusahaan.","excluded"
"ref_854","pop00856","ARTICLE","T Kremer; G Bachmann; M Lutter; ...","2018","Deutscher Corporate Governance Kodex","Zeitschrift für das …","Gerade einmal 2 Jahre nach der Vorauflage erscheint diese Neubearbeitung–sowohl ein Zeichen für die erhebliche praktische Bedeutung des DCGK als auch für die erheblichen …","","10.1515/zinso-2018-0608","Google Scholar",1,854,"selected",TRUE,3,NA,"Deutscher Corporate Governance Kodex.","excluded"
"ref_865","pop00867","ARTICLE","B Tušek; A Ježovita","2018","The key audit matters as an element of the independent auditor's report–a booster to the corporate governance","InterEULawEast: journal for the international and …","In 2009 the International Auditing and Assurance Standards Board (IAASB) initiated a project entitles ‘Auditor reporting’with an objective to appropriately enhance the communicative …","",NA,"Google Scholar",1,865,"selected",TRUE,1,NA,"The Key Audit Matters as an Element of the Independent Auditor's Report–a Booster to the Corporate Governance.","excluded"
"ref_868","pop00870","ARTICLE","DM Purba","2018","Pengaruh Profitabilitas, Struktur Good Corporate Governance Dan Kualitas Audit Terhadap Audit Delay","Jurnal Ilmiah Akuntansi Kesatuan","This study is aimed at collecting empirical evidence about the influence of profitability, and good corporate governance which consisted of the board size, the independent commisioners…","",NA,"Google Scholar",1,868,"selected",TRUE,2,NA,"Pengaruh Profitabilitas, Struktur Good Corporate Governance Dan Kualitas Audit Terhadap Audit Delay.","excluded"
"ref_873","pop00875","ARTICLE","D Marselawati; KH Titisari; ...","2018","The effect of corporate governance on tax avoidance (Empirical study of the consumer goods industry companies listed on indonesia stock exchange period …","… Conference on Technology …","… This study aims to examine and analyze the effect of Corporate Governance on Tax Avoidance. Corporate Governance is proxied with institutional ownership, independent board …","",NA,"Google Scholar",1,873,"selected",TRUE,3,NA,"The Effect of Corporate Governance on Tax Avoidance (Empirical Study of the Consumer Goods Industry Companies Listed on Indonesia Stock Exchange Period �","excluded"
"ref_878","pop00880","ARTICLE","YD Anna; DRD RT","2018","Pengaruh karakteristik perusahaan dan corporate governance terhadap intellectual capital disclosure serta dampaknya terhadap nilai perusahaan","Jurnal Riset Akuntansi dan Keuangan","Abstract. Researches about factors that drive companys Intellectual Capital disclosures still shows divergence of opinions among scholars, as well as disclosure of the Intellectual …","",NA,"Google Scholar",1,878,"selected",TRUE,1,NA,"Pengaruh Karakteristik Perusahaan Dan Corporate Governance Terhadap Intellectual Capital Disclosure Serta Dampaknya Terhadap Nilai Perusahaan.","excluded"
"ref_881","pop00883","BOOK","AM Muiru; JK Kyongo; M Onchomba","2018","Corporate governance and performance of savings and credit co-operative societies in selected private Universities in Nairobi County, Kenya",NA,"… the effect of corporate governance on the performance of … of hypothesis established that corporate governance positively and … corporate governance plays in organizational performance. …","",NA,"Google Scholar",1,881,"selected",TRUE,1,NA,"Corporate Governance and Performance of Savings and Credit Co-Operative Societies in Selected Private Universities in Nairobi County, Kenya.","excluded"
"ref_885","pop00887","ARTICLE","D Ahlstrom; DJ Cumming; ...","2018","New methods of entrepreneurial firm financing: Fintech, crowdfunding and corporate governance implications","Corporate Governance …","Starting in May of 2016, small businesses and start� ups were permitted to sell shares to the general public in the United States on crowdfunding portals. The US Securities and …","","10.1111/corg.12258","Google Scholar",1,885,"selected",TRUE,2,NA,"New Methods of Entrepreneurial Firm Financing: Fintech, Crowdfunding and Corporate Governance Implications.","excluded"
"ref_886","pop00888","ARTICLE","D Asante-Darko; BA Bonsu; S Famiyeh; ...","2018","Governance structures, cash holdings and firm value on the Ghana Stock Exchange","Corporate Governance …","… Corporate governance practices of companies are expected to ensure that this relationship … between corporate governance and firms’ value, firms with corporate governance …","","10.1108/CG-07-2017-0148","Google Scholar",1,886,"selected",TRUE,3,NA,"Governance Structures, Cash Holdings and Firm Value on the Ghana Stock Exchange.","excluded"
"ref_887","pop00889","ARTICLE","C Gurkan","2018","Banks' interactions with listed non-financial firms as a determinant of corporate governance in banking: an agency theory analysis","Corporate Governance in Banking and Investor …","… in regulating banks’ corporate governance, highlighting the link … 2.3 undertakes an analysis of banks’ corporate governance roles … of these findings for corporate governance of banks. …","","10.1007/978-3-319-70007-6_2","Google Scholar",1,887,"selected",TRUE,1,NA,"Banks' Interactions with Listed Non-Financial Firms as a Determinant of Corporate Governance in Banking: An Agency Theory Analysis.","excluded"
"ref_888","pop00890","ARTICLE","H Maru; KB Mwengei Ombaba","2018","Internal Controls and Corporate Governance. Empirical Evidence from Kenya's Savings and Credit Co-Operative Societies.","Africa International Journal of …","… integral part of the corporate governance mosaic in both the … effect of internal control on corporate governance in Sacco’s … between internal controls and corporate governance in Sacco’…","",NA,"Google Scholar",1,888,"selected",TRUE,2,NA,"Internal Controls and Corporate Governance. Empirical Evidence from Kenya's Savings and Credit Co-Operative Societies.","excluded"
"ref_889","pop00891","ARTICLE","G Kontogeorgis","2018","The role of internal audit function on corporate governance and management","International Journal of Accounting and Financial …",NA,"",NA,"Google Scholar",1,889,"selected",TRUE,1,NA,"The Role of Internal Audit Function on Corporate Governance and Management.","excluded"
"ref_891","pop00893","ARTICLE","S Mishra; P Mohanty","2018","Does good governance lead to better financial performance?","… Journal of Corporate Governance","Abstract: The relationship between corporate governance … , whether better corporate governance leads to better financial … and find that corporate governance is positively related to …","",NA,"Google Scholar",1,891,"selected",TRUE,4,NA,"Does Good Governance Lead to Better Financial Performance?","excluded"
"ref_892","pop00894","ARTICLE","MP Assenga; D Aly; K Hussainey","2018","The impact of board characteristics on the financial performance of Tanzanian firms","Corporate Governance: The …","… As very little is known about corporate governance in Tanzania, our study contributes further to the understanding of the relationship between corporate governance and financial …","","10.1108/CG-09-2016-0174","Google Scholar",1,892,"selected",TRUE,1,NA,"The Impact of Board Characteristics on the Financial Performance of Tanzanian Firms.","excluded"
"ref_894","pop00896","ARTICLE","J Moreno-Gómez; J Calleja-Blanco","2018","The relationship between women's presence in corporate positions and firm performance: The case of Colombia","International Journal of Gender …","… womens presence in corporate governance positions and … in corporate governance structure and where there are no laws that pressure firms to appoint women in corporate governance …","","10.1108/IJGE-10-2017-0071","Google Scholar",1,894,"selected",TRUE,1,NA,"The Relationship Between Women's Presence in Corporate Positions and Firm Performance: The Case of Colombia.","excluded"
"ref_895","pop00897","ARTICLE","BS Allam","2018","The impact of board characteristics and ownership identity on agency costs and firm performance: UK evidence","Corporate Governance: The International Journal of …","Purpose This paper aims to provide a twofold empirical comparison: first, a comparison between the impact of corporate governance mechanisms on agency costs proxies and firm …","","10.1108/CG-09-2016-0184","Google Scholar",1,895,"selected",TRUE,1,NA,"The Impact of Board Characteristics and Ownership Identity on Agency Costs and Firm Performance: Uk Evidence.","excluded"
"ref_896","pop00898","BOOK","Oecd","2018","OECD Guidelines on Corporate Governance of State-Owned Enterprises, 2015 Edition",NA,NA,"",NA,"Google Scholar",1,896,"selected",TRUE,2,NA,"Oecd Guidelines on Corporate Governance of State-Owned Enterprises, 2015 Edition.","excluded"
"ref_897","pop00899","ARTICLE","K Baird; S Su; A Tung","2018","Organizational culture and environmental activity management","Business Strategy and the Environment","This study uses the mail survey approach to examine the association between four of the Organizational Culture Profile dimensions of O'Reilly et al. (1991) (teamwork, innovation, …","","10.1002/bse.2006","Google Scholar",1,897,"selected",TRUE,4,NA,"Organizational Culture and Environmental Activity Management.","excluded"
"ref_898","pop00900","ARTICLE","MM Rahman; FN Saima","2018","Efficiency of board composition on firm performance: Empirical evidence from listed manufacturing firms of Bangladesh","The Journal of Asian Finance …","… This study also shows that board independence and female directors have no significant association with firm performance which implies that instrument of corporate governance …","",NA,"Google Scholar",1,898,"selected",TRUE,1,NA,"Efficiency of Board Composition on Firm Performance: Empirical Evidence from Listed Manufacturing Firms of Bangladesh.","excluded"
"ref_899","pop00901","ARTICLE","M Guizani","2018","The mediating effect of dividend payout on the relationship between internal governance and free cash flow","Corporate Governance: The international journal of …","… interested in the development of the corporate governance. This study provides guidance for firms in the construction and implementation of their own corporate governance policies. …","","10.1108/CG-01-2018-0011","Google Scholar",1,899,"selected",TRUE,3,NA,"The Mediating Effect of Dividend Payout on the Relationship Between Internal Governance and Free Cash Flow.","excluded"
"ref_900","pop00902","ARTICLE","U Bajra; S Čadež","2018","Audit committees and financial reporting quality: The 8th EU Company Law Directive perspective","Economic Systems","… Since these requirements are imposed with the aim of enhancing corporate governance quality, we expect that financial reporting quality has increased since the directive was …","",NA,"Google Scholar",1,900,"selected",TRUE,3,NA,"Audit Committees and Financial Reporting Quality: The 8th Eu Company Law Directive Perspective.","excluded"
"ref_901","pop00903","ARTICLE","AO Abdulsamad; WFW Yusoff; ...","2018","The influence of the board of directors' characteristics on firm performance: Evidence from Malaysian public listed companies","… Governance and …","This paper aims to investigate the influence of board characteristics on firm performance. The four boards of directors’ characteristics that are of interest in this paper are: CEO duality, …","",NA,"Google Scholar",1,901,"selected",TRUE,1,NA,"The Influence of the Board of Directors' Characteristics on Firm Performance: Evidence from Malaysian Public Listed Companies.","excluded"
"ref_902","pop00904","ARTICLE","MM Hanafi; B Setiyono; IPS Sanjaya","2018","Ownership structure and firm performance: evidence from the subprime crisis period","Corporate Governance: The …","… learning process and improvements to corporate governance during the 2000s. … corporate governance improved during the 2000s. Various new regulations on corporate governance …","","10.1108/CG-10-2016-0203","Google Scholar",1,902,"selected",TRUE,1,NA,"Ownership Structure and Firm Performance: Evidence from the Subprime Crisis Period.","excluded"
"ref_903","pop00905","ARTICLE","L Lepore; S Pisano; A Di Vaio; F Alvino","2018","The myth of the “good governance code� : an analysis of the relationship between ownership structure and the comply-or-explain disclosure","Corporate Governance: The …","Purpose The purpose of this paper is twofold: first, to assess the degree of disclosure about compliance with corporate governance code and the explanations provided by Italian firms …","","10.1108/CG-08-2017-0197","Google Scholar",1,903,"selected",TRUE,4,NA,"The Myth of the �good Governance Code� : An Analysis of the Relationship Between Ownership Structure and the Comply-or-Explain Disclosure.","excluded"
"ref_904","pop00906","ARTICLE","C Zhang; KC Cheong; R Rasiah","2018","Board independence, state ownership and stock return volatility during Chinese state enterprise reform","Corporate Governance: The …","Purpose This study aimed at investigating the influence of corporate governance on firm risk during the Chinese state enterprise reform. The purposes of this study are to examine the …","","10.1108/CG-08-2016-0172","Google Scholar",1,904,"selected",TRUE,4,NA,"Board Independence, State Ownership and Stock Return Volatility During Chinese State Enterprise Reform.","excluded"
"ref_905","pop00907","ARTICLE","TTY Alabdullah; ER Ahmed","2018","Corporate Governance: To what extent it is important in the Arab countries","International Journal of Science and Research",NA,"",NA,"Google Scholar",1,905,"selected",TRUE,1,NA,"Corporate Governance: To What Extent it is Important in the Arab Countries.","excluded"
"ref_906","pop00908","ARTICLE","S Maxfield; L Wang; M Magaldi de Sousa","2018","The effectiveness of bank governance reforms in the wake of the financial crisis: A stakeholder approach","Journal of Business Ethics","… This study examines the impact of bank corporate governance reforms in the … corporate governance practices and a renewed focus on the stakeholder impact of corporate governance …","","10.1007/s10551-016-3116-8","Google Scholar",1,906,"selected",TRUE,1,NA,"The Effectiveness of Bank Governance Reforms in the Wake of the Financial Crisis: a Stakeholder Approach.","excluded"
"ref_907","pop00909","ARTICLE","J Oliveira; R Serrasqueiro; SN Mota","2018","Determinants of risk reporting by Portuguese and Spanish non-finance companies","European Business Review","… to which firm’s and corporate governance characteristics explain risk-related disclosures (… to assess whether the influence of corporate governance mechanisms on risk reporting is …","","10.1108/EBR-04-2017-0076","Google Scholar",1,907,"selected",TRUE,2,NA,"Determinants of Risk Reporting by Portuguese and Spanish Non-Finance Companies.","excluded"
"ref_908","pop00910","ARTICLE","FR Council","2018","UK corporate governance code 2010","The Financial Reporting Council, UK",NA,"",NA,"Google Scholar",1,908,"selected",TRUE,2,NA,"Uk Corporate Governance Code 2010.","excluded"
"ref_909","pop00911","ARTICLE","J Copland; DF Larcker; B Tayan","2018","The big thumb on the scale: An overview of the proxy advisory industry","… for Corporate Governance at …","Proxy advisory firms have significant influence over the voting decisions of institutional investors and the governance choices of publicly traded companies. However, it is not clear that …","",NA,"Google Scholar",1,909,"selected",TRUE,2,NA,"The Big Thumb on the Scale: An Overview of the Proxy Advisory Industry.","excluded"
"ref_911","pop00913","ARTICLE","PO Bjuggren; L Nordström; J Palmberg","2018","Are female leaders more efficient in family firms than in non-family firms?","Corporate Governance: The …","Purpose The aim of this study is to investigate whether female leaders are more efficient in family firms than in non-family firms. Design/methodology/approach This paper uses a unique …","","10.1108/CG-01-2017-0017","Google Scholar",1,911,"selected",TRUE,1,NA,"Are Female Leaders more Efficient in Family Firms than in Non-Family Firms?","excluded"
"ref_912","pop00914","MISC","A Kostyuk; Y Mozghovyi; D Govorun","2018","Corporate Governance, Ownership and Control: A Review of Recent Scholarly Research. Corporate Board: Role, Duties and Composition, 14 (1), 50–56",NA,NA,"",NA,"Google Scholar",1,912,"selected",TRUE,3,NA,"Corporate Governance, Ownership and Control: a Review of Recent Scholarly Research. Corporate Board: Role, Duties and Composition, 14 (1), 50–56.","excluded"
"ref_913","pop00915","ARTICLE","D Rosen; W Leutert; S Guo","2018","Missing link: corporate governance in China's state sector","Asia Society and Rhodium Group, November",NA,"",NA,"Google Scholar",1,913,"selected",TRUE,4,NA,"Missing Link: Corporate Governance in China's State Sector.","excluded"
